valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
97.62,13,2,1,95.32,1.08,611,3,798.0,1683.35,20,50.98,0.9,0,3,0,0,0,61.39,0.06,0
5.0,12,2,3,255.45,22.53,129,3,850.0,7418.29,26,2.59,0.67,0,1,0,0,0,9.69,0.0,0
58.92,6,4,3,67.5,6.31,562,1,701.0,1839.29,24,46.21,0.27,0,1,0,0,0,115.9,0.03,0
38.66,10,5,4,41.35,16.93,421,1,629.0,3251.67,23,54.7,-0.29,1,0,0,0,0,106.79,0.01,0
411.58,10,4,4,19.21,3.88,663,1,686.0,5526.86,31,543.47,-0.24,1,1,0,0,0,523.03,0.07,0
175.87,9,2,1,50.72,0.74,427,2,679.0,,27,235.5,-0.25,1,0,0,0,0,76.15,0.05,0
40.33,16,0,3,119.23,0.59,771,1,612.0,1500.0,27,41.67,-0.03,1,2,0,0,0,86.76,0.03,0
29.3,10,3,6,234.68,20.95,351,3,752.0,6172.76,16,30.57,-0.04,0,3,0,0,1,112.81,0.0,0
204.38,15,2,4,210.31,7.22,863,1,589.0,3140.65,23,254.74,-0.2,1,3,0,0,0,379.53,0.07,0
39.22,17,1,5,4.07,2.67,773,1,706.0,1505.38,26,48.07,-0.18,1,1,0,0,0,87.8,0.03,0
200.84,14,6,1,3.07,8.75,312,2,624.0,10741.75,27,125.04,0.6,1,0,0,0,0,155.61,0.02,0
951.15,11,2,1,15.99,8.15,560,2,650.0,3123.33,24,895.5,0.06,0,1,0,0,0,323.7,0.3,0
91.76,15,2,2,153.13,0.36,257,1,649.0,3612.59,32,72.44,0.26,1,0,1,0,0,120.19,0.03,0
44.62,12,2,2,45.16,0.93,436,1,684.0,2569.74,34,58.21,-0.23,1,2,0,0,0,69.83,0.02,0
344.59,13,5,5,36.26,0.02,273,1,730.0,1579.54,28,257.12,0.34,0,3,0,0,0,1135.76,0.22,0
674.8,14,0,4,129.45,10.71,680,1,695.0,4618.1,27,933.74,-0.28,0,3,0,0,0,2036.02,0.15,0
16.41,9,3,5,250.87,2.35,173,2,588.0,3104.4,19,8.41,0.85,0,0,0,0,0,33.13,0.01,0
376.17,14,5,5,189.96,10.95,324,1,779.0,1773.59,31,317.02,0.19,0,3,0,0,0,594.48,0.21,0
603.79,8,3,2,170.27,10.78,306,2,740.0,2546.18,17,684.25,-0.12,0,1,0,0,0,724.11,0.24,0
10.47,14,6,3,157.0,0.04,326,1,760.0,7657.91,18,8.7,0.18,1,1,0,0,0,23.61,0.0,0
47.22,13,6,6,97.23,6.8,763,2,732.0,9948.9,31,66.38,-0.28,1,2,0,0,0,168.66,0.0,0
71.07,12,0,3,14.12,6.8,1291,2,672.0,7034.11,20,90.42,-0.21,1,0,1,0,0,165.49,0.01,0
91.78,10,0,1,361.79,11.81,385,2,770.0,4352.54,34,51.0,0.78,1,0,0,0,0,42.68,0.02,0
11.92,11,3,8,90.3,5.19,804,1,663.0,5282.09,30,15.93,-0.24,1,2,0,1,0,67.3,0.0,0
33.96,10,1,4,287.99,0.0,386,1,662.0,3158.56,24,28.33,0.19,1,0,1,0,0,42.75,0.01,0
106.47,12,3,7,45.42,3.79,888,1,620.0,14251.41,23,58.26,0.81,1,1,0,0,0,459.19,0.01,0
68.0,11,4,5,60.04,10.15,515,1,849.0,8483.72,22,40.84,0.65,1,0,0,0,0,258.51,0.01,0
143.59,21,0,2,46.21,2.28,704,3,760.0,2665.18,25,210.93,-0.32,1,3,1,0,0,227.71,0.05,0
52.88,9,3,5,188.85,5.39,734,2,553.0,4163.98,25,55.79,-0.05,0,1,0,0,0,126.7,0.01,0
100.0,2,6,6,5.69,162.33,41,3,469.0,5525.05,10,31.44,2.11,0,3,1,1,0,528.5,0.02,1
1088.78,11,1,5,1.0,0.05,1177,1,674.0,10616.77,26,551.83,0.97,0,0,0,0,0,1789.28,0.1,0
27.81,16,5,6,26.37,1.23,512,1,702.0,1500.0,20,23.91,0.16,0,2,0,0,0,53.5,0.02,0
95.3,11,6,6,8.38,7.21,276,3,639.0,1851.25,26,110.88,-0.14,1,1,0,0,0,235.27,0.05,0
53.58,11,1,5,562.09,1.93,499,1,770.0,1500.0,26,59.07,-0.09,0,0,0,0,0,100.49,0.04,0
130.12,10,1,4,25.64,13.0,1005,1,755.0,3627.64,21,165.02,-0.21,1,1,0,0,0,168.35,0.04,0
98.17,8,6,4,327.7,0.46,1457,1,802.0,2340.48,22,67.83,0.44,1,0,0,0,1,235.27,0.04,0
40.51,7,1,3,129.72,22.86,1040,2,507.0,2682.13,24,44.36,-0.08,0,3,0,0,0,72.39,0.02,0
5.0,14,3,2,45.27,21.26,882,1,743.0,,24,6.2,-0.17,1,1,1,0,1,3.24,0.0,0
16.02,10,2,5,2.03,2.17,338,1,764.0,2228.7,22,18.35,-0.12,1,0,0,0,0,35.45,0.01,0
55.48,11,2,5,41.97,17.43,539,1,695.0,8070.03,34,81.3,-0.31,0,0,0,0,0,197.67,0.01,0
100.0,3,2,6,22.91,,39,5,689.0,7774.77,15,28.39,2.44,0,3,2,1,0,313.55,0.01,1
64.71,22,0,4,131.09,31.55,448,2,,1500.0,22,88.1,-0.26,0,1,0,0,0,180.4,0.04,0
455.98,10,3,6,49.59,4.5,334,2,694.0,2039.31,24,262.69,0.73,1,0,0,0,0,1282.51,0.22,0
78.32,15,2,2,618.73,4.47,561,3,798.0,3291.11,29,94.9,-0.17,1,2,0,1,0,55.04,0.02,0
52.17,13,4,8,90.21,13.32,1049,2,607.0,1787.76,26,57.98,-0.1,1,0,0,0,0,309.84,0.03,0
61.33,7,2,1,55.27,4.29,333,1,607.0,,21,89.4,-0.31,1,1,0,0,0,35.71,0.01,0
16.6,13,4,7,202.1,0.69,736,1,692.0,5603.13,26,23.71,-0.29,1,0,0,1,0,71.52,0.0,0
555.39,16,2,4,106.93,6.96,837,2,645.0,2090.79,25,533.56,0.04,0,3,0,0,0,1562.06,0.27,0
5639.19,4,5,11,33.04,203.18,196,3,599.0,4545.16,17,847.07,5.65,0,3,0,1,0,64338.56,1.24,1
26.65,12,5,2,200.78,3.2,598,2,727.0,2896.84,22,20.55,0.28,1,0,0,0,0,26.74,0.01,0
1655.83,12,6,5,31.08,8.64,557,2,631.0,1527.77,23,2458.34,-0.33,1,0,0,0,0,4347.37,1.08,0
70.98,6,6,7,108.84,7.43,287,2,628.0,2893.77,17,36.73,0.91,1,2,0,0,1,346.41,0.02,0
150.41,11,3,1,25.16,7.74,292,3,597.0,1500.0,26,99.09,0.51,1,1,1,0,1,69.96,0.1,0
167.19,16,3,4,55.41,13.85,951,3,691.0,1567.75,26,182.3,-0.08,0,1,0,0,0,298.84,0.11,0
1000.31,3,5,9,1.96,11.88,163,3,376.0,2128.49,12,175.31,4.68,0,0,1,1,0,8970.88,0.47,1
112.98,11,6,4,88.54,0.73,830,2,684.0,7503.88,33,86.3,0.31,0,2,0,0,0,178.82,0.02,0
905.18,16,6,1,1.0,47.44,467,1,508.0,3380.28,24,948.73,-0.05,0,2,0,0,0,443.18,0.27,0
47.55,22,3,5,2.15,,580,1,653.0,7944.3,35,66.36,-0.28,1,0,0,0,0,164.05,0.01,0
23.72,16,3,2,3.83,3.9,608,1,612.0,1500.0,18,17.38,0.34,1,3,0,0,0,27.78,0.02,0
211.79,15,0,6,95.32,21.19,447,1,837.0,2561.82,31,233.74,-0.09,0,2,0,0,0,636.06,0.08,0
161.17,12,4,3,237.7,3.71,535,1,665.0,6071.6,25,120.39,0.34,0,1,0,0,0,163.38,0.03,0
113.53,12,5,2,25.25,1.74,639,2,617.0,3807.96,20,156.7,-0.27,0,2,0,0,0,117.32,0.03,0
320.69,11,2,2,210.57,19.25,646,1,680.0,6422.98,25,213.83,0.5,1,0,0,0,0,292.62,0.05,0
213.83,16,3,4,129.54,6.84,399,2,739.0,2942.42,19,318.39,-0.33,1,0,0,0,1,405.49,0.07,0
100.0,22,6,8,11.25,199.26,80,5,401.0,2765.73,9,31.87,2.07,0,2,2,1,0,561.81,0.04,1
219.47,14,1,4,2.4,12.71,444,2,644.0,4011.8,28,329.04,-0.33,1,1,1,0,0,443.18,0.05,0
9.08,8,6,3,231.49,0.93,412,1,725.0,7797.48,37,8.92,0.02,0,1,1,0,0,21.74,0.0,0
633.43,20,2,4,285.2,3.51,271,1,615.0,6535.04,31,358.38,0.77,1,1,0,0,0,1673.91,0.1,0
134.17,10,3,0,15.76,16.82,468,2,631.0,3362.8,26,111.02,0.21,0,2,0,0,0,0.0,0.04,0
113.54,14,3,6,315.54,8.44,812,3,554.0,7476.93,22,122.96,-0.08,1,1,0,0,0,232.74,0.02,0
287.87,11,3,4,,2.24,643,1,611.0,4195.51,25,191.01,0.5,0,0,0,0,0,827.48,0.07,0
70.33,12,1,7,8.03,1.02,106,2,695.0,5435.46,22,44.87,0.56,0,1,0,0,0,272.05,0.01,0
43.76,13,1,1,169.1,26.77,426,1,636.0,5303.83,24,40.96,0.07,1,0,0,0,0,32.81,0.01,0
230.63,12,0,7,115.98,6.02,519,1,564.0,10945.83,21,304.79,-0.24,1,0,0,0,0,667.16,0.02,0
76.27,11,2,3,32.17,0.6,587,1,638.0,1500.0,26,98.48,-0.22,1,2,1,0,0,82.85,0.05,0
115.09,15,4,3,205.8,8.27,531,1,636.0,4217.69,34,147.44,-0.22,1,3,0,0,0,225.55,0.03,0
39.58,15,4,6,18.71,10.13,676,2,656.0,2587.95,27,59.1,-0.32,1,2,0,0,0,176.4,0.02,0
44.68,18,5,5,13.03,13.48,613,1,576.0,4404.37,19,39.89,0.12,1,2,0,0,0,117.52,0.01,0
49.28,10,3,4,103.6,5.66,1309,1,827.0,5372.85,25,27.0,0.8,0,1,0,0,0,87.15,0.01,0
152.54,10,6,7,71.37,8.74,924,3,608.0,5146.97,29,114.19,0.33,0,0,0,1,0,411.9,0.03,0
39.74,14,1,6,73.89,4.26,407,1,589.0,15999.5,31,44.2,-0.1,1,0,1,0,1,104.94,0.0,0
172.78,13,1,4,131.96,3.59,424,2,769.0,8439.08,33,158.33,0.09,1,1,0,0,0,250.47,0.02,0
40.64,12,1,5,16.37,1.31,563,1,674.0,,17,29.53,0.36,1,0,0,0,0,89.88,0.01,0
671.71,6,1,4,15.48,0.69,465,1,506.0,4051.19,22,894.7,-0.25,1,2,1,0,0,1170.38,0.17,0
332.16,1,5,11,17.99,23.42,31,5,611.0,1825.06,15,87.49,2.76,0,1,1,0,0,2873.81,0.18,1
27.78,10,6,6,26.84,20.11,575,2,545.0,2265.06,22,22.23,0.24,1,2,0,0,0,86.12,0.01,0
240.16,16,4,4,50.5,,763,3,695.0,7013.64,17,225.17,0.07,1,0,0,0,0,348.7,0.03,0
23.38,14,1,5,73.16,3.04,334,3,647.0,8174.48,19,12.24,0.84,0,1,0,0,0,38.37,0.0,0
26.28,11,1,3,118.66,3.62,732,3,793.0,1699.24,30,18.04,0.43,0,0,0,0,1,62.75,0.02,0
1897.43,12,2,6,,15.0,75,4,547.0,6753.14,17,322.0,4.88,0,3,2,0,1,7458.16,0.28,1
134.07,7,0,5,287.65,2.46,651,3,602.0,2479.6,24,134.22,-0.0,1,0,0,0,1,403.39,0.05,0
111.41,20,0,4,179.47,8.11,612,2,608.0,2427.7,29,87.38,0.27,1,1,1,0,0,139.41,0.05,0
406.44,9,1,4,55.31,0.7,458,2,688.0,12883.6,35,420.44,-0.03,1,0,1,0,0,622.95,0.03,0
9.8,8,4,3,3.9,1.0,764,1,644.0,17343.42,23,8.16,0.18,1,0,0,0,0,14.91,0.0,0
57.15,15,1,4,132.99,2.81,530,1,677.0,8039.19,26,65.59,-0.13,1,0,0,0,0,111.96,0.01,0
120.04,18,1,4,26.7,15.78,403,1,684.0,8946.49,22,177.17,-0.32,1,0,1,0,0,147.98,0.01,0
347.89,11,4,4,9.39,15.81,366,1,727.0,9815.31,20,395.63,-0.12,1,1,0,1,0,676.07,0.04,0
111.52,10,0,2,149.1,3.15,1003,1,837.0,2314.02,25,153.67,-0.27,1,0,0,0,0,120.8,0.05,0
150.06,19,4,1,192.61,5.53,591,1,827.0,6995.91,26,214.4,-0.3,0,0,0,0,1,87.48,0.02,0
46.53,17,1,3,40.9,5.66,373,2,685.0,3369.14,17,28.05,0.64,1,0,0,0,0,48.76,0.01,0
35.6,20,0,3,46.2,10.07,564,2,574.0,3160.58,33,40.45,-0.12,1,1,0,0,0,38.4,0.01,0
948.88,4,3,9,15.14,,186,3,575.0,5831.23,14,286.14,2.31,0,3,3,0,0,5775.43,0.16,1
178.5,18,2,6,61.6,3.34,655,3,766.0,9742.78,20,241.9,-0.26,1,3,0,0,0,374.2,0.02,0
95.07,10,6,4,438.64,0.84,501,2,410.0,5401.15,21,65.69,0.44,0,3,1,0,0,119.86,0.02,0
112.17,15,6,6,290.18,1.82,292,1,719.0,2553.99,38,93.21,0.2,1,1,0,0,0,206.93,0.04,0
5988.38,3,6,8,0.8,61.05,18,2,707.0,1527.05,8,1689.52,2.54,0,3,0,0,1,47671.43,3.92,1
53.3,8,6,3,11.91,16.44,388,3,709.0,8577.28,19,73.44,-0.27,1,1,0,0,0,81.19,0.01,0
11.88,11,5,5,,14.32,641,1,590.0,15001.78,23,12.45,-0.04,1,2,0,0,0,24.98,0.0,0
81.99,10,5,5,20.78,19.72,307,1,646.0,1500.0,30,103.31,-0.2,0,0,0,0,0,142.27,0.05,0
8.65,9,3,4,145.39,3.88,267,1,787.0,10004.7,18,12.17,-0.27,1,2,0,0,0,16.16,0.0,0
675.66,13,1,2,30.0,4.93,471,2,824.0,6448.85,26,406.45,0.66,0,0,0,0,0,896.79,0.1,0
489.37,16,5,5,374.78,4.55,750,2,612.0,2255.75,28,556.31,-0.12,1,0,0,0,0,1561.56,0.22,0
67.82,11,5,6,42.57,6.58,545,1,513.0,11107.45,25,73.99,-0.08,1,1,0,0,0,295.48,0.01,0
113.96,12,2,2,126.17,4.69,429,3,667.0,6818.13,22,68.12,0.66,1,2,0,0,0,174.96,0.02,0
69.78,14,0,5,125.92,0.78,1106,3,604.0,2499.86,37,79.13,-0.12,1,0,0,0,0,238.4,0.03,0
34.07,8,6,3,331.89,2.65,190,1,683.0,1500.0,20,21.05,0.59,0,0,0,0,0,79.8,0.02,0
441.81,0,4,12,3.4,61.74,107,4,532.0,8925.67,12,106.32,3.13,0,3,3,1,1,4535.24,0.05,1
58.46,18,3,4,145.99,5.33,484,2,604.0,3043.18,27,86.21,-0.32,1,0,0,0,0,151.93,0.02,0
6.77,10,0,4,266.74,28.62,270,3,527.0,8664.93,30,7.34,-0.07,1,0,0,0,0,18.8,0.0,0
33.36,10,0,3,86.67,1.82,561,1,545.0,3731.16,21,18.85,0.73,1,0,0,0,0,33.15,0.01,0
62.03,9,4,8,8.56,14.77,575,1,624.0,8126.71,25,66.42,-0.07,0,0,0,0,0,200.93,0.01,0
96.03,11,4,3,175.96,23.88,839,2,548.0,3263.98,24,111.88,-0.14,1,0,1,0,0,125.49,0.03,0
93.78,10,2,3,50.59,6.82,1053,1,717.0,3281.21,19,136.21,-0.31,1,1,0,0,0,177.88,0.03,0
40.41,8,3,2,99.02,2.67,587,2,850.0,1707.74,28,46.69,-0.13,1,2,1,0,0,37.56,0.02,0
420.28,18,0,4,1.9,4.55,348,3,598.0,5300.98,22,551.88,-0.24,0,0,0,0,0,1022.04,0.08,0
259.5,16,3,5,214.99,17.37,479,1,741.0,7908.96,24,276.2,-0.06,1,1,0,0,0,712.43,0.03,0
165.01,7,2,4,392.81,6.78,646,1,728.0,2465.19,24,151.08,0.09,1,3,0,0,0,227.02,0.07,0
256.37,12,0,5,87.07,8.41,392,3,652.0,10929.66,25,320.19,-0.2,0,0,0,0,1,675.06,0.02,0
17.67,17,3,3,42.21,1.05,548,2,638.0,4690.38,22,11.11,0.54,0,0,0,0,0,20.38,0.0,0
112.51,18,0,3,326.6,17.48,459,2,750.0,2306.68,21,91.91,0.22,0,3,0,0,1,106.68,0.05,0
83.76,17,0,2,28.0,31.61,435,1,676.0,3429.66,19,124.07,-0.32,0,1,1,0,0,98.48,0.02,0
196.64,16,4,4,41.55,9.78,583,1,580.0,4368.75,17,169.12,0.16,1,1,0,0,0,458.81,0.04,0
148.69,10,3,0,26.9,1.95,658,2,653.0,2723.93,33,112.97,0.31,0,1,0,0,0,0.0,0.05,0
48.87,16,4,3,34.96,18.14,798,1,679.0,4590.63,20,57.37,-0.15,1,3,1,0,0,58.44,0.01,0
169.24,4,3,10,8.32,7.13,107,4,483.0,1055.31,13,52.89,2.16,0,0,2,1,0,1233.25,0.16,1
192.27,9,0,2,434.65,3.68,861,1,720.0,4002.98,28,200.93,-0.04,1,1,0,0,0,255.34,0.05,0
44.54,10,4,8,71.14,15.03,333,2,657.0,2403.53,24,37.96,0.17,0,1,0,0,0,234.54,0.02,0
252.78,0,1,6,27.55,,118,4,516.0,4581.77,7,70.37,2.56,0,3,5,0,0,1293.47,0.06,1
6.5,11,1,3,369.36,13.38,351,1,607.0,2001.22,22,4.32,0.41,0,1,1,0,0,10.88,0.0,0
256.04,9,0,3,211.89,2.68,729,1,787.0,,18,336.05,-0.24,1,0,0,0,0,507.54,0.17,0
84.66,10,3,8,91.84,12.53,475,3,537.0,6054.6,19,70.99,0.19,1,3,0,0,0,258.09,0.01,0
17.23,11,0,5,96.02,7.48,1147,1,774.0,7181.98,21,22.84,-0.24,1,0,0,0,0,29.43,0.0,0
105.92,12,3,5,134.92,3.32,816,1,670.0,5157.51,30,138.08,-0.23,1,2,1,0,0,217.8,0.02,0
47.16,10,0,5,9.44,7.38,300,2,547.0,4784.7,28,50.11,-0.06,1,2,0,0,0,138.37,0.01,0
100.0,21,4,8,3.9,81.33,133,2,300.0,1656.14,9,11.37,7.16,1,2,1,0,1,403.76,0.06,1
279.85,13,4,5,27.47,18.98,772,2,742.0,3735.65,28,305.64,-0.08,1,0,0,0,0,533.24,0.07,0
625.44,12,2,6,328.32,1.34,907,1,533.0,1776.07,22,894.17,-0.3,0,3,0,0,0,1814.22,0.35,0
9.95,11,0,6,180.54,7.64,1059,2,612.0,5555.52,27,14.31,-0.29,1,0,0,0,1,41.74,0.0,0
55.62,17,0,1,138.73,7.81,549,2,753.0,1500.0,24,69.87,-0.2,1,2,1,0,0,33.44,0.04,0
37.36,11,3,3,123.54,18.31,398,1,702.0,2838.26,27,28.57,0.3,1,0,0,0,0,88.58,0.01,0
1931.73,3,4,8,0.5,170.12,71,4,400.0,4492.72,10,559.35,2.45,1,2,3,0,1,17350.16,0.43,1
265.24,12,1,2,465.62,0.22,528,1,731.0,10538.37,26,230.41,0.15,0,3,1,0,0,406.89,0.03,0
100.0,12,0,10,23.94,5.0,44,3,554.0,4273.41,10,13.4,6.01,0,3,1,1,0,1157.9,0.02,1
18.46,12,3,4,18.72,2.55,172,1,783.0,9747.26,22,18.1,0.02,0,2,0,0,0,35.07,0.0,0
246.84,17,1,1,50.75,12.92,787,2,706.0,2984.75,32,171.97,0.43,0,0,0,0,0,117.74,0.08,0
8.66,17,0,4,30.43,7.89,571,1,698.0,2675.4,40,10.69,-0.17,1,1,0,0,1,14.48,0.0,0
151.75,15,3,7,59.48,8.14,836,2,609.0,8413.71,23,175.64,-0.14,1,1,0,0,0,627.85,0.02,0
338.48,14,6,3,133.44,0.83,627,1,537.0,2424.22,29,295.21,0.15,0,3,0,0,0,550.45,0.14,0
75.88,21,1,3,58.82,9.49,1593,1,682.0,5531.31,20,91.65,-0.17,1,2,0,0,0,140.48,0.01,0
1091.95,13,6,10,25.39,25.83,172,3,475.0,1910.5,10,109.68,8.87,1,3,2,1,1,9012.11,0.57,1
83.98,11,5,1,53.49,18.11,518,3,821.0,5521.97,21,83.23,0.01,1,0,0,0,0,56.78,0.02,0
332.46,10,3,4,410.47,10.11,468,2,654.0,,29,234.44,0.42,1,2,0,0,0,850.42,0.09,0
148.44,9,5,3,5.76,11.86,100,1,656.0,1500.0,35,217.54,-0.32,1,0,0,0,0,133.75,0.1,0
32.6,15,3,6,31.79,12.2,688,1,740.0,6973.0,24,30.5,0.07,1,0,0,0,0,60.56,0.0,0
33.17,16,2,4,98.46,13.1,621,1,725.0,1500.0,18,44.96,-0.26,1,1,0,0,0,86.97,0.02,0
31.58,12,1,3,92.42,8.16,326,1,612.0,2444.52,39,22.51,0.39,1,1,0,0,0,28.69,0.01,0
182.13,14,4,4,35.84,15.89,660,1,598.0,8253.69,25,213.16,-0.14,0,0,0,0,0,219.16,0.02,0
12.15,8,4,3,224.68,21.1,369,1,720.0,9885.59,35,12.72,-0.04,1,3,1,0,1,26.37,0.0,0
10.79,22,5,1,54.83,1.52,932,2,727.0,2835.01,22,6.76,0.52,1,0,0,0,0,7.38,0.0,0
127.67,7,5,2,474.05,2.75,324,3,692.0,2242.67,19,119.29,0.07,0,0,0,0,0,130.51,0.06,0
525.18,14,0,2,51.04,3.38,342,1,677.0,2504.38,16,706.31,-0.26,0,3,0,0,0,709.21,0.21,0
217.22,15,2,2,233.16,30.94,701,1,749.0,8461.89,22,308.55,-0.3,1,2,0,0,0,304.64,0.03,0
100.0,22,0,11,1.21,86.28,280,3,653.0,5414.55,18,36.72,1.68,0,2,1,1,1,1240.24,0.02,1
49.45,10,2,9,143.56,18.14,561,2,766.0,4734.64,31,71.21,-0.3,0,2,0,0,0,334.72,0.01,0
99.43,16,6,1,58.25,,166,3,689.0,,23,140.23,-0.29,1,0,1,0,0,36.43,0.05,0
54.14,7,3,5,142.39,1.27,297,1,749.0,6814.63,26,41.49,0.3,1,0,0,0,0,169.96,0.01,0
45.38,22,6,3,23.54,1.92,229,1,570.0,1848.74,22,28.46,0.57,1,0,0,0,0,96.6,0.02,0
284.96,12,1,2,96.67,3.93,255,1,769.0,6867.91,30,245.98,0.16,1,3,0,0,0,391.08,0.04,0
370.41,9,4,1,80.66,8.59,715,3,654.0,4000.74,26,424.7,-0.13,0,1,0,0,0,178.73,0.09,0
100.5,10,3,11,78.25,3.15,874,3,763.0,1757.02,24,124.09,-0.19,1,3,0,0,0,491.1,0.06,0
95.94,9,6,3,284.61,4.73,600,1,623.0,3498.81,18,133.89,-0.28,0,0,0,0,0,227.22,0.03,0
18.24,6,2,1,14.23,2.43,376,2,693.0,1500.0,25,22.91,-0.2,1,2,1,0,0,9.46,0.01,0
81.16,8,3,2,135.09,1.29,584,1,828.0,1833.85,27,47.31,0.7,0,1,0,0,0,96.5,0.04,0
35.26,12,3,1,92.24,4.53,617,1,819.0,,22,47.13,-0.25,1,0,0,0,0,26.57,0.02,0
2536.92,15,3,9,33.37,76.32,94,2,416.0,5386.0,13,264.09,8.57,0,0,2,1,1,16998.81,0.47,1
100.0,4,5,13,28.09,23.46,21,3,356.0,1000.0,13,17.54,4.45,0,3,2,1,1,784.01,0.1,1
1092.88,0,4,7,19.2,31.83,63,3,487.0,2198.79,6,268.53,3.06,0,2,3,0,0,4790.64,0.5,1
86.04,12,2,6,46.68,4.21,383,3,727.0,2372.22,25,45.74,0.86,1,2,1,0,0,338.79,0.04,0
159.24,15,1,0,207.99,0.52,564,3,724.0,2761.24,21,153.41,0.04,1,0,0,0,1,0.0,0.06,0
82.75,10,3,2,43.43,3.16,389,1,696.0,3285.89,23,98.45,-0.16,1,2,0,0,0,85.91,0.03,0
156.82,11,3,1,60.36,12.95,148,3,656.0,6065.58,24,166.24,-0.06,1,2,0,0,0,99.78,0.03,0
26.09,11,5,3,137.19,14.76,478,2,,5317.21,22,20.62,0.25,0,0,0,0,0,51.01,0.0,0
211.17,13,3,2,168.47,18.03,701,1,663.0,2327.91,28,245.42,-0.14,1,3,0,0,0,303.65,0.09,0
147.51,8,2,1,168.16,0.16,855,1,749.0,5718.62,20,87.97,0.67,1,0,0,0,0,100.64,0.03,0
28.28,8,4,6,30.16,9.25,360,3,573.0,2504.2,27,19.13,0.45,1,0,0,0,0,103.93,0.01,0
60.16,8,4,7,142.04,,329,2,689.0,2850.64,21,71.46,-0.16,0,0,0,0,0,294.69,0.02,0
449.9,4,5,11,33.06,39.39,27,5,603.0,1828.9,18,64.68,5.86,0,3,0,1,1,4525.52,0.25,1
42.05,13,5,1,49.66,1.31,479,3,599.0,6088.0,28,33.99,0.23,1,2,0,1,0,25.21,0.01,0
306.85,8,0,3,265.75,0.29,457,2,722.0,4099.19,25,345.65,-0.11,0,0,0,0,0,659.53,0.07,0
25.27,17,1,1,24.85,10.0,268,1,850.0,7848.91,26,28.42,-0.11,1,3,0,1,0,12.53,0.0,0
80.61,13,6,4,160.85,8.84,316,2,622.0,7316.45,24,92.31,-0.13,1,3,0,0,0,247.36,0.01,0
195.28,17,2,5,46.22,7.58,722,2,694.0,10812.37,21,167.18,0.17,1,1,1,0,0,771.05,0.02,0
18.46,14,4,5,35.4,9.3,317,2,661.0,2430.69,23,27.55,-0.32,0,3,1,0,0,34.1,0.01,0
211.62,12,0,3,11.56,4.09,507,2,629.0,1500.0,29,165.01,0.28,1,0,0,0,0,497.08,0.14,0
26.7,18,3,3,124.0,0.55,577,1,705.0,7915.97,30,33.78,-0.2,1,0,0,0,0,55.46,0.0,0
99.58,9,4,5,72.05,,888,2,,8820.78,24,84.55,0.18,1,2,0,0,0,231.61,0.01,0
120.59,12,6,1,429.96,12.01,876,1,752.0,10708.23,27,86.54,0.39,1,1,1,0,0,36.59,0.01,0
123.04,13,2,3,52.54,10.87,215,3,672.0,4735.38,29,174.79,-0.29,1,1,0,0,0,259.88,0.03,0
49.23,9,6,6,138.7,5.67,475,2,784.0,,32,53.47,-0.08,0,1,1,0,0,217.27,0.02,0
348.22,9,2,6,122.15,14.3,606,2,765.0,2392.6,16,473.81,-0.26,1,0,0,0,0,1652.09,0.15,0
599.04,18,2,6,195.62,5.42,520,1,687.0,5182.67,28,581.25,0.03,1,2,1,0,0,1241.65,0.12,0
189.36,16,5,3,15.76,7.38,827,1,735.0,1707.16,29,212.91,-0.11,1,0,1,0,0,271.38,0.11,0
47.35,7,3,2,,9.98,554,1,750.0,3267.98,25,34.96,0.34,1,2,0,0,0,45.51,0.01,0
102.67,13,3,7,365.9,1.59,609,1,618.0,6749.74,25,51.98,0.96,1,2,0,0,0,405.22,0.02,0
201.91,11,5,5,680.36,21.03,141,1,783.0,3155.46,24,259.04,-0.22,0,0,0,0,0,697.76,0.06,0
30.84,11,2,3,121.26,7.71,313,2,646.0,2387.88,26,22.18,0.37,1,1,0,0,1,71.7,0.01,0
560.7,3,6,4,10.12,30.83,44,3,556.0,2566.83,10,111.05,4.01,0,3,3,1,1,2392.33,0.22,1
94.9,10,4,4,175.76,1.95,928,2,743.0,3580.05,24,109.51,-0.13,1,2,0,0,0,302.66,0.03,0
41.08,12,6,2,134.03,26.03,1015,1,776.0,6057.64,25,45.41,-0.09,1,2,1,0,0,53.01,0.01,0
8.86,9,4,5,10.71,16.32,507,1,850.0,10205.14,26,13.15,-0.3,1,0,0,0,0,18.29,0.0,0
55.86,8,2,6,161.38,5.69,305,3,617.0,5363.98,25,78.51,-0.28,1,0,1,0,0,181.79,0.01,0
1078.91,0,0,10,11.64,67.05,194,4,361.0,3437.54,14,283.2,2.8,0,0,0,1,0,12134.4,0.31,1
95.33,7,0,5,57.72,9.16,543,1,510.0,1602.32,18,125.22,-0.24,1,3,0,0,0,368.98,0.06,0
8.62,17,2,4,476.68,12.15,561,2,650.0,10143.86,24,5.49,0.48,1,0,0,0,0,16.28,0.0,0
