uso_dados_gb,minutos_voz,chamadas_suporte,num_produtos,tempo_contrato_meses,tipo_plano,metodo_pagamento,mensalidade_reais,atraso_pagamento_dias,tem_desconto,idade,regiao,tem_dependentes,nps_score,churn
20.71,121,1,3,16,2,1,112.69,0,1,50,3,0,0,0
79.1,89,1,4,18,2,0,129.92,0,0,37,1,0,-1,0
138.89,214,3,1,7,3,1,199.31,0,0,67,3,0,-1,0
17.91,193,0,3,11,2,0,115.68,0,0,71,3,1,10,0
26.1,199,1,2,20,3,3,241.01,0,0,39,4,1,-1,0
6.93,141,2,2,43,3,2,232.62,0,1,50,0,0,-1,0
10.99,257,0,2,36,2,2,87.07,0,1,63,0,0,-1,0
5.5,190,3,1,16,2,0,78.88,0,0,29,0,0,1,0
15.82,383,1,2,12,1,0,116.38,1,1,53,4,0,10,0
77.14,120,0,1,17,1,2,86.21,0,0,52,0,0,2,0
10.1,243,0,2,3,1,0,114.15,0,1,27,3,0,-1,0
12.15,133,0,3,63,2,2,105.47,0,0,64,2,0,10,0
29.45,237,1,1,64,2,0,81.71,3,0,51,1,1,9,0
5.72,259,3,2,68,1,0,94.05,0,0,29,3,0,3,0
26.27,303,2,2,53,0,1,52.51,1,0,27,1,0,9,1
2.73,160,0,3,57,2,3,139.26,0,0,20,2,0,1,0
16.32,272,1,3,55,1,2,110.2,0,1,53,3,0,5,0
5.78,515,2,1,1,1,2,98.93,0,0,56,4,0,-1,0
11.22,272,5,2,9,1,0,83.86,0,0,64,0,0,3,0
18.34,231,3,1,19,0,3,64.86,0,0,63,1,0,-1,0
18.44,178,1,4,52,1,3,141.83,2,0,36,1,1,-1,0
17.25,275,0,3,69,1,2,126.24,1,0,36,1,1,5,0
121.71,59,0,3,25,1,0,144.35,3,1,42,3,0,9,0
36.06,225,0,1,47,1,3,83.59,0,1,58,3,0,-1,0
5.27,316,3,3,9,2,2,113.65,0,1,28,4,0,-1,0
6.64,215,2,3,54,2,1,106.99,1,0,28,3,1,10,0
59.05,104,4,4,56,1,1,156.48,0,0,50,3,0,-1,0
20.29,695,4,2,24,1,0,115.44,0,0,24,3,1,10,0
55.71,82,2,4,3,1,0,147.15,2,0,60,1,1,-1,0
46.23,415,2,4,23,2,1,129.2,0,1,70,0,0,-1,0
16.19,423,5,4,21,3,0,233.0,0,0,31,4,1,7,0
22.98,404,0,1,49,1,3,95.59,0,0,62,1,0,-1,0
12.65,388,0,2,70,3,3,237.45,2,0,24,3,0,5,0
43.35,356,5,4,36,3,2,266.05,0,0,41,4,0,-1,0
22.49,591,1,3,70,1,3,121.13,0,0,60,3,0,-1,0
53.89,276,1,3,18,1,3,121.36,0,0,60,2,0,-1,0
11.77,161,1,2,39,2,1,97.92,1,0,43,1,0,10,0
16.29,788,5,3,26,2,0,119.68,0,1,74,4,1,-1,0
13.06,135,1,3,11,2,1,118.45,1,0,39,4,1,-1,0
67.48,101,3,3,56,1,1,106.85,0,0,20,3,0,5,0
19.59,155,1,3,37,2,0,119.52,0,0,18,3,0,10,0
18.5,299,2,3,38,0,0,79.41,0,1,38,3,0,-1,0
17.28,277,5,4,6,2,0,124.8,0,1,43,1,0,-1,0
51.5,158,1,4,22,2,2,139.53,0,0,19,4,0,-1,0
200.0,474,1,4,24,1,3,150.01,0,1,23,3,0,2,0
149.82,224,1,1,64,2,1,96.29,0,0,42,3,1,-1,0
35.57,216,1,4,21,2,2,117.15,3,0,72,1,1,8,0
9.39,248,2,4,2,0,1,94.02,1,1,50,3,1,10,0
12.58,666,0,3,29,1,1,121.81,0,0,62,1,1,-1,1
25.54,423,2,3,50,1,1,119.1,0,0,39,3,1,3,0
3.13,243,0,1,20,0,2,42.56,0,0,66,1,1,5,0
11.96,334,0,2,55,2,1,94.35,0,0,49,3,0,10,0
40.4,206,4,2,9,0,1,77.91,2,0,33,0,0,10,0
5.57,158,0,3,69,0,2,90.08,0,0,74,3,0,-1,0
30.71,143,0,1,1,1,2,90.01,0,0,60,4,0,0,1
12.91,303,1,2,68,2,2,87.07,1,0,22,3,0,5,0
12.03,497,1,4,63,2,3,155.1,0,0,58,3,0,10,0
32.04,91,0,2,27,1,2,95.18,0,1,31,1,0,-1,0
70.98,283,1,2,40,1,1,116.22,1,0,74,3,1,-1,0
18.98,80,2,2,59,2,2,97.97,0,0,51,3,0,8,0
60.23,286,1,3,35,3,3,246.11,0,1,44,3,0,9,0
26.21,400,1,1,13,1,1,107.17,1,0,21,1,1,10,0
8.11,129,2,1,40,1,0,120.65,0,0,58,4,1,-1,0
48.47,280,4,3,67,2,2,132.44,1,0,55,3,0,3,0
57.29,462,1,4,40,1,3,148.09,0,0,31,4,1,3,0
27.58,88,4,3,60,0,3,79.86,0,0,39,4,1,6,0
7.23,645,0,1,70,1,0,93.09,2,0,46,4,0,-1,0
6.15,149,1,1,43,3,2,207.66,0,0,36,1,1,10,0
29.3,344,0,4,69,2,1,123.71,0,0,49,1,0,0,0
29.25,181,1,2,25,1,3,121.23,0,0,57,3,0,-1,0
35.37,268,1,1,3,2,3,73.56,0,0,74,1,0,1,0
3.5,192,2,1,38,0,0,55.04,0,0,50,0,0,-1,0
10.05,184,1,4,48,1,1,148.15,0,0,29,1,0,5,0
12.7,346,0,1,5,2,0,90.62,0,1,66,2,0,3,0
47.42,170,1,2,23,1,0,90.86,0,0,45,3,0,-1,0
20.44,287,2,2,38,2,1,89.47,1,1,41,1,0,10,0
49.88,92,0,4,38,1,0,131.7,0,0,35,3,0,0,0
9.13,305,1,2,68,0,1,48.27,0,0,53,1,0,5,0
4.58,192,2,4,64,1,0,143.86,3,0,47,3,0,-1,0
39.48,462,1,4,24,1,3,131.32,0,0,37,2,0,2,0
16.85,84,1,1,50,2,1,80.52,1,0,65,4,0,5,0
20.95,150,1,4,60,1,0,129.62,0,0,33,3,0,-1,0
7.44,285,4,1,41,1,1,84.35,0,1,52,3,1,5,0
22.46,159,2,1,58,1,1,91.56,0,0,42,3,0,-1,0
23.8,109,1,3,33,3,3,234.83,1,0,20,3,0,2,0
20.45,138,2,3,38,2,0,131.34,1,0,28,2,0,-1,0
34.34,159,1,2,20,1,1,125.48,0,1,30,3,0,9,0
37.76,84,4,4,52,1,2,143.87,0,0,61,2,0,7,0
55.19,145,2,4,42,1,2,127.75,0,0,37,1,0,10,1
21.31,800,4,2,15,1,0,110.08,0,1,28,4,1,-1,0
77.89,246,2,2,9,2,2,114.56,1,1,29,1,0,0,0
7.22,270,4,4,20,0,2,100.2,0,0,71,3,0,4,1
42.58,213,3,2,59,1,1,122.45,1,0,57,0,0,-1,0
20.86,526,1,1,62,0,3,55.41,0,0,28,1,0,-1,0
18.49,233,3,3,38,2,3,108.55,0,0,38,1,1,7,0
14.11,160,0,4,22,0,3,94.5,0,1,71,1,0,-1,0
31.24,218,0,4,32,1,3,143.92,0,0,26,4,0,-1,0
88.98,515,2,1,18,3,3,204.44,0,0,45,1,0,6,0
57.94,422,0,3,19,2,0,114.72,0,0,42,3,0,8,0
41.56,59,0,4,15,0,1,86.45,0,0,44,3,0,-1,0
18.07,232,2,3,40,3,3,234.67,0,0,31,1,0,8,0
74.78,341,4,1,19,0,0,66.97,0,0,63,3,0,10,0
28.28,246,1,4,38,0,0,92.57,0,0,42,1,0,6,0
8.72,800,4,4,13,0,0,97.64,0,1,48,1,1,-1,0
10.52,342,1,2,25,1,0,113.24,0,0,25,4,0,4,0
73.62,400,3,2,18,1,1,103.0,0,1,24,4,1,-1,0
49.68,91,0,2,28,2,2,98.15,0,1,19,0,0,0,0
55.48,88,0,4,14,2,2,103.87,1,1,31,3,0,2,0
22.87,140,1,1,34,1,1,84.28,0,0,63,2,0,1,0
10.18,97,2,4,54,2,0,123.39,0,1,55,3,0,7,0
4.9,282,0,2,50,0,0,70.39,0,0,62,3,0,-1,0
10.33,135,0,1,20,1,0,80.85,1,1,73,4,0,10,0
6.21,71,4,3,33,1,3,115.8,0,1,44,4,0,8,0
129.51,473,3,3,23,1,1,122.51,0,0,62,3,0,-1,0
12.88,254,0,2,18,1,1,128.52,2,0,36,3,0,3,0
12.89,251,3,2,7,2,1,93.51,0,0,61,4,0,3,1
12.81,143,2,3,10,2,2,123.05,0,0,74,1,0,-1,0
4.97,294,1,4,33,3,3,262.82,0,1,72,1,0,10,0
4.67,278,0,4,48,3,0,261.05,1,0,32,3,0,-1,0
73.35,323,0,3,31,2,0,111.64,0,0,69,3,0,3,0
84.17,161,0,1,13,1,3,91.85,0,0,30,0,1,-1,0
52.2,166,1,1,24,3,0,226.67,0,0,54,1,1,4,1
30.41,145,0,2,1,0,2,85.47,0,0,25,4,1,-1,1
7.64,118,1,3,2,1,3,118.29,0,1,64,1,1,-1,0
56.54,800,3,3,57,2,3,125.57,2,0,27,2,0,10,0
20.3,34,0,3,25,1,1,124.52,0,0,28,3,0,3,0
31.03,93,2,4,44,3,3,261.32,0,1,66,4,0,2,0
25.59,237,0,3,59,3,3,258.53,1,0,73,4,0,-1,0
37.64,119,5,1,64,1,0,99.34,0,0,22,1,1,10,0
44.04,237,0,3,39,1,2,129.85,0,0,40,3,0,1,0
18.0,78,3,2,2,2,1,114.16,0,0,70,1,1,-1,0
46.59,52,3,2,19,2,0,115.68,2,0,48,3,1,4,0
15.98,167,2,1,16,2,0,77.77,0,0,63,4,1,7,0
45.46,482,2,4,40,1,1,143.74,0,0,70,4,1,-1,0
46.4,268,0,4,5,2,0,128.23,2,1,71,1,0,-1,0
5.22,400,3,1,1,2,1,66.17,0,0,29,1,1,-1,0
20.82,565,7,2,70,1,0,128.26,0,0,62,1,0,1,0
3.6,373,4,2,20,2,3,111.92,0,0,48,1,0,3,0
5.91,126,0,1,27,2,2,63.86,0,0,23,3,1,10,0
21.26,167,3,2,24,2,0,91.55,1,0,36,3,0,7,0
18.1,103,6,2,69,1,0,115.17,0,0,35,3,0,3,0
16.41,176,1,1,61,1,2,86.99,0,1,51,4,0,1,0
34.22,133,0,4,2,2,1,123.05,0,0,51,4,1,4,1
14.95,277,0,1,22,1,2,87.77,0,0,40,3,1,1,0
7.95,109,2,1,40,3,1,212.44,0,1,59,3,0,10,0
5.91,164,0,1,70,2,2,80.22,1,0,48,3,0,7,0
5.35,471,2,2,32,1,2,120.72,1,1,48,2,1,5,0
10.0,466,3,2,62,0,2,60.46,0,0,61,1,0,1,1
11.12,337,1,3,60,0,3,102.76,0,1,65,1,0,-1,0
62.77,98,5,1,44,1,1,86.77,0,1,51,3,1,5,0
23.17,800,0,1,59,1,2,110.32,0,1,18,1,0,5,0
8.94,170,0,2,38,1,1,107.93,0,0,56,3,1,10,0
39.55,289,4,1,7,2,2,93.49,0,0,47,1,1,1,0
38.39,174,2,1,9,2,1,89.05,0,0,53,2,0,4,1
14.27,204,2,4,68,0,2,98.02,0,0,50,3,0,-1,0
56.28,38,3,1,42,2,1,78.55,1,0,21,2,0,6,0
46.38,312,1,2,62,1,0,115.04,0,0,56,1,1,4,0
15.78,108,4,4,70,2,2,135.57,0,0,35,3,0,0,0
19.49,570,3,3,3,2,0,117.35,1,1,28,4,0,5,0
15.3,312,4,1,14,3,1,211.17,0,0,55,1,0,10,0
31.29,692,4,3,30,2,1,125.91,0,0,59,3,0,1,0
3.22,152,1,2,6,1,1,115.07,0,1,68,3,1,-1,0
43.2,122,1,3,44,1,1,145.7,0,1,41,4,1,1,0
6.44,469,1,3,63,1,0,138.99,0,1,63,3,1,10,0
12.06,329,1,4,35,1,3,162.09,0,0,19,3,1,-1,0
108.69,379,2,3,64,1,1,133.69,0,1,39,3,1,2,0
15.68,208,1,3,23,1,3,112.34,0,0,68,1,0,-1,0
27.22,107,7,3,26,1,3,131.53,2,1,19,4,1,8,0
28.88,124,0,4,50,1,1,133.53,0,0,64,3,0,10,0
27.58,422,1,3,47,2,0,111.93,2,0,35,1,0,-1,0
14.73,355,4,4,66,0,2,98.63,2,0,68,1,0,-1,0
29.63,358,1,1,61,1,3,88.26,0,0,26,3,0,10,0
19.62,176,2,3,28,0,1,85.99,0,0,67,3,0,10,0
5.15,100,6,1,25,1,2,91.86,0,0,27,3,0,10,0
8.19,163,3,1,4,2,1,81.26,2,0,46,1,0,1,0
18.19,139,3,1,44,2,3,80.42,0,1,37,3,0,-1,0
31.46,757,3,1,26,1,2,91.06,0,0,48,0,0,-1,0
31.85,539,2,1,13,2,1,72.54,0,0,58,2,0,8,0
24.02,160,1,3,36,3,0,248.58,0,1,26,0,0,5,0
20.73,800,1,4,66,2,3,130.2,0,0,55,3,0,9,0
18.63,323,1,3,37,1,3,136.58,2,0,70,1,0,5,0
26.84,222,3,3,37,2,3,104.91,0,0,59,3,0,7,0
9.5,192,1,1,3,1,2,97.12,0,1,33,3,0,-1,0
21.27,470,2,4,13,2,1,133.7,1,1,23,4,0,1,0
42.02,163,0,3,61,0,0,82.64,0,1,59,1,0,8,0
22.36,543,0,1,9,2,1,75.87,0,0,40,3,0,10,0
9.31,182,3,3,63,1,2,115.26,0,0,32,3,0,8,1
9.19,358,1,3,53,1,2,130.9,0,0,73,3,0,10,0
57.16,458,2,3,26,1,0,126.16,0,1,60,3,1,10,0
18.25,142,0,2,39,1,3,103.36,0,0,39,1,1,5,0
6.4,337,0,2,69,1,2,121.71,0,0,28,3,0,6,0
9.05,590,2,4,56,2,1,140.77,0,0,59,2,1,8,0
5.29,119,1,1,52,0,3,53.43,0,1,63,3,1,7,0
5.43,255,0,1,35,2,1,90.2,1,0,58,1,0,10,0
25.46,727,3,3,11,2,1,119.56,1,1,27,1,0,2,0
12.61,337,2,1,40,1,0,84.28,0,0,21,3,1,6,1
7.53,251,1,1,41,2,0,90.29,3,0,70,4,0,-1,0
54.09,457,5,1,13,0,3,72.86,0,0,63,2,1,-1,0
15.95,800,2,1,55,3,1,215.32,0,0,60,1,1,3,0
20.5,400,2,3,18,3,1,252.02,0,0,35,4,1,-1,0
36.28,799,5,1,21,1,3,82.66,0,0,72,4,0,4,0
6.04,243,2,3,57,1,1,127.97,1,1,56,3,0,-1,0
7.16,574,1,3,20,3,3,245.81,0,0,67,3,1,5,0
20.43,152,1,2,60,0,0,66.14,0,0,41,4,0,-1,0
1.4,800,8,2,53,0,3,64.98,0,0,49,1,0,10,0
102.1,276,0,1,49,0,3,51.41,0,0,72,3,0,4,0
27.21,279,0,1,24,2,1,94.02,0,0,46,1,0,10,1
18.26,683,1,2,47,1,0,106.06,0,1,31,4,1,9,0
29.31,277,2,4,5,2,3,135.83,0,0,64,3,0,8,0
33.86,224,8,2,71,1,2,105.6,0,0,23,0,0,-1,0
26.1,173,5,4,20,2,0,141.5,0,0,61,1,0,-1,0
38.62,336,2,1,59,0,1,56.14,1,0,21,1,0,5,0
50.96,216,0,4,19,1,3,138.64,0,0,58,2,0,6,0
80.68,209,2,1,59,1,0,91.52,4,1,34,1,1,0,0
10.26,516,1,1,16,1,2,93.14,2,0,46,4,0,10,0
7.38,447,7,4,13,3,2,252.16,0,0,61,3,0,10,0
7.37,123,0,3,17,2,2,114.86,1,0,47,1,0,8,0
23.68,121,3,4,64,2,0,132.15,0,1,62,1,0,-1,0
4.62,64,0,1,33,1,1,92.26,1,0,37,1,1,-1,0
6.52,91,2,3,3,1,3,115.84,0,0,65,1,1,10,0
30.56,800,8,2,48,1,0,88.4,0,0,18,4,0,-1,0
13.58,209,0,4,32,1,1,144.05,0,0,73,3,0,5,0
17.84,401,5,3,69,2,0,97.86,1,0,70,3,0,10,0
71.96,254,2,1,2,1,1,88.51,1,0,27,1,0,1,0
44.9,456,2,4,24,1,0,128.77,0,0,59,3,1,9,0
24.2,469,1,1,54,1,0,88.01,0,0,43,3,1,-1,0
8.62,69,5,4,70,2,0,134.25,0,0,34,1,0,-1,0
17.08,241,2,1,40,2,3,94.5,3,1,60,1,0,4,0
9.88,267,5,3,38,0,1,84.6,0,1,50,1,0,-1,0
16.0,362,0,4,22,1,2,138.04,0,1,62,1,1,-1,0
9.43,172,1,4,2,0,2,97.26,0,0,68,4,0,-1,0
21.03,314,0,2,10,2,0,94.04,0,0,42,3,1,-1,0
15.29,178,2,2,71,2,1,95.04,0,0,28,3,0,6,0
9.34,128,1,1,69,3,2,213.48,0,0,22,3,1,0,0
7.16,196,2,3,14,1,1,132.2,1,1,61,1,0,9,0
71.47,123,5,3,25,3,2,264.65,0,0,52,1,1,10,0
11.01,490,2,3,38,2,2,112.36,1,0,29,0,0,9,0
45.24,237,3,2,45,1,2,110.72,2,0,47,3,1,10,0
17.62,132,0,2,25,2,0,99.48,0,0,25,3,1,-1,0
20.95,238,3,3,61,0,2,102.67,0,0,55,3,0,3,0
21.2,254,2,2,18,2,2,97.07,0,0,66,3,0,5,0
15.31,117,1,1,25,2,3,62.9,0,0,59,4,1,-1,0
19.24,433,12,3,36,1,1,117.15,0,0,55,0,0,-1,0
30.08,225,2,4,29,0,2,101.58,1,0,40,3,1,6,0
6.97,337,2,3,16,3,0,249.35,0,0,44,1,1,-1,0
16.64,192,1,1,30,0,2,52.45,0,1,36,1,0,4,0
19.8,135,4,2,20,0,1,69.19,2,1,56,4,1,-1,0
32.72,117,3,1,41,0,2,57.77,0,0,69,3,0,10,0
13.87,434,4,2,34,3,0,237.56,0,1,41,2,0,3,0
16.41,459,3,2,50,2,3,102.12,0,0,39,1,0,-1,0
36.1,154,3,3,70,0,1,93.97,0,1,51,3,1,2,0
5.29,148,8,4,1,1,1,144.96,0,0,52,3,0,8,0
47.44,89,1,3,59,2,0,132.15,1,0,25,4,1,8,0
9.78,442,6,4,53,1,0,160.25,2,0,28,3,1,10,0
44.98,327,1,1,9,1,2,96.14,0,0,25,4,0,-1,0
52.8,117,0,4,7,3,0,244.88,0,0,29,2,0,10,0
14.6,800,0,2,14,1,1,109.24,2,0,55,4,1,10,0
43.07,334,2,3,54,1,2,126.15,0,0,64,1,0,9,0
14.48,183,2,2,55,2,1,94.23,0,0,29,1,1,1,0
10.87,415,1,1,63,1,2,93.34,3,0,63,3,0,10,0
26.44,221,2,3,10,1,1,131.21,0,0,32,3,1,-1,0
39.12,97,2,3,60,1,3,117.94,3,0,66,3,0,9,0
8.98,135,3,4,56,2,3,132.39,0,1,20,1,1,6,0
4.83,268,0,2,16,1,0,89.41,0,1,58,1,1,0,0
22.9,262,2,2,52,2,0,101.06,0,0,72,0,1,3,0
72.57,201,0,4,27,0,0,95.13,0,0,49,1,1,2,0
19.15,482,0,2,1,1,3,108.5,3,0,36,3,1,-1,0
54.95,101,1,1,17,2,1,83.37,1,0,25,3,1,3,0
47.12,220,1,4,10,1,1,152.1,0,0,62,4,0,6,0
39.98,184,4,2,47,1,0,99.34,0,0,50,4,0,-1,0
17.23,565,0,2,34,2,3,115.46,0,0,18,3,1,10,0
11.64,167,2,1,48,1,2,94.12,0,1,33,3,0,-1,0
21.98,409,3,4,26,0,1,100.65,0,1,35,0,1,-1,0
7.8,682,2,3,23,1,0,128.51,0,0,58,1,1,1,0
38.48,276,0,4,47,1,3,125.95,0,0,25,1,0,1,0
14.34,431,3,1,11,2,2,84.11,3,0,47,4,1,10,0
17.42,429,0,2,13,2,1,97.79,1,0,38,1,1,2,0
16.93,451,1,3,45,1,2,113.73,0,0,31,1,1,10,0
10.58,124,2,1,65,1,2,89.4,0,1,71,3,1,10,0
12.78,265,1,4,23,0,1,106.3,0,0,59,3,0,-1,0
26.7,115,1,4,29,2,0,137.38,0,1,50,1,0,6,0
7.93,518,3,2,15,2,1,116.31,0,0,40,3,1,5,0
8.19,74,0,4,9,1,1,141.35,0,0,44,0,0,-1,0
9.87,350,0,1,37,1,0,81.48,0,0,50,3,0,-1,0
20.75,225,6,4,64,1,1,150.65,1,0,62,3,0,0,0
5.42,194,1,3,7,2,0,131.94,1,1,38,4,0,-1,0
11.09,69,2,2,7,1,3,121.21,0,0,67,3,1,3,0
3.07,231,4,2,31,3,3,235.06,1,0,70,1,1,8,0
5.44,94,4,1,26,0,2,54.16,0,0,62,3,0,5,0
14.09,188,0,1,67,2,0,78.21,0,1,34,1,0,1,0
25.3,263,6,3,35,1,1,133.69,0,0,70,1,0,8,0
21.26,254,3,1,6,1,3,100.8,0,1,56,3,1,-1,0
19.44,188,0,2,43,2,1,102.16,1,0,52,3,0,3,0
12.54,106,7,3,57,1,3,147.69,0,0,61,1,0,10,0
51.03,212,0,2,57,1,2,107.15,0,1,44,1,1,-1,0
13.54,748,1,2,36,1,0,108.12,2,0,55,1,0,6,0
6.15,142,0,3,34,0,0,66.75,0,0,29,3,0,4,0
59.86,229,0,3,17,2,0,117.19,0,0,22,3,0,10,0
9.73,464,2,3,55,1,1,116.85,0,0,57,2,0,-1,0
15.75,297,3,4,44,1,3,141.06,0,0,52,1,0,4,0
43.29,209,1,1,36,3,0,223.86,0,0,73,3,0,2,0
11.73,63,3,1,9,1,0,98.97,0,1,33,1,0,5,0
48.37,151,0,4,54,0,3,95.68,1,0,35,3,0,5,0
21.88,254,1,1,21,2,0,60.21,1,0,53,3,0,8,0
29.89,234,0,4,12,0,3,94.4,0,0,34,3,0,4,0
24.01,347,1,3,4,1,1,135.5,0,0,70,3,1,7,0
16.24,63,3,4,27,1,0,133.76,0,1,44,1,1,10,0
69.39,80,3,3,6,1,3,131.22,1,0,55,2,0,10,1
36.56,292,1,4,7,1,2,125.28,0,0,34,3,0,0,0
4.92,87,7,4,45,0,3,99.64,0,0,66,3,1,2,0
13.82,116,0,3,50,2,3,96.19,1,0,33,1,0,9,0
37.27,183,1,1,9,1,1,97.02,0,1,51,3,0,9,0
2.99,238,2,2,32,1,0,105.58,0,0,18,1,1,-1,0
10.28,303,3,1,28,2,1,87.7,0,1,39,2,1,-1,0
46.88,800,4,3,13,2,2,106.52,0,1,55,1,0,9,0
25.71,331,1,3,9,2,1,120.46,0,0,28,3,0,-1,0
13.08,240,0,2,21,1,1,104.67,0,0,53,1,0,-1,0
35.34,188,0,3,49,1,0,125.81,1,0,19,1,0,-1,0
113.86,544,2,4,40,1,1,139.55,0,0,33,2,1,10,0
9.46,76,5,2,70,2,0,111.0,2,0,22,2,0,7,0
7.5,149,1,4,30,2,0,104.86,0,0,72,3,1,-1,0
79.48,171,1,4,2,3,2,258.88,0,0,61,3,0,4,0
44.99,237,0,4,67,0,0,94.31,0,0,21,4,0,10,0
15.94,229,5,3,32,1,1,131.43,1,1,64,3,0,8,0
21.02,196,2,3,64,1,0,142.41,0,0,23,3,0,-1,0
39.5,255,0,2,31,2,1,114.74,0,0,61,4,1,-1,0
39.55,384,3,4,66,3,0,258.99,0,0,41,0,1,3,0
41.74,83,0,4,1,1,3,149.38,0,0,50,4,0,3,0
10.43,488,1,1,39,1,1,92.97,1,0,36,1,1,-1,0
16.24,72,2,1,68,1,0,101.61,0,1,26,3,0,4,0
95.32,109,1,1,52,1,0,101.87,0,0,41,4,0,-1,0
33.86,240,2,1,24,1,2,91.79,3,1,33,4,1,2,0
76.43,172,1,2,62,2,0,105.5,0,0,19,4,1,-1,0
23.51,334,0,2,63,0,0,65.81,4,0,43,4,1,-1,0
13.37,584,0,2,46,2,1,108.94,0,1,69,1,0,3,0
9.4,81,2,3,6,0,0,87.75,0,0,23,3,0,4,0
14.42,178,2,3,40,2,1,103.21,0,0,54,3,0,10,0
53.45,45,1,4,34,1,0,149.34,0,1,50,3,0,8,0
21.88,233,3,4,37,1,2,136.14,0,0,50,1,0,2,0
6.28,305,6,4,4,1,3,121.22,2,0,58,2,0,-1,1
9.17,152,1,3,32,1,0,136.58,0,0,74,1,0,3,0
130.51,318,2,2,38,1,0,90.98,0,1,68,3,1,1,1
10.25,301,1,1,25,2,1,96.29,0,1,37,1,0,-1,0
24.83,163,2,4,25,3,2,255.49,0,0,62,2,1,-1,0
41.04,321,0,4,48,3,3,266.74,0,0,67,3,1,7,0
15.67,113,4,3,69,2,2,121.46,0,0,52,3,0,6,0
3.0,189,3,1,24,1,1,90.22,0,1,56,1,1,10,0
7.51,310,1,1,38,2,2,70.85,0,0,61,4,0,-1,1
9.39,286,1,3,55,2,0,114.85,0,0,22,2,0,2,0
6.41,244,2,2,20,1,0,85.25,0,0,39,3,0,-1,0
62.88,282,5,4,67,2,0,119.0,2,0,40,1,0,-1,0
38.08,191,3,2,1,1,0,114.14,1,0,53,1,1,1,0
54.18,250,0,3,59,2,0,124.59,0,0,60,3,0,-1,0
9.8,148,3,3,64,3,2,244.5,2,1,34,4,0,10,0
16.61,337,3,1,32,3,1,197.18,0,0,48,4,0,-1,0
45.56,438,6,4,33,2,1,116.98,0,0,32,0,1,2,0
4.88,175,1,4,36,3,1,269.45,0,1,24,1,0,-1,0
87.68,237,1,1,36,2,2,78.48,0,1,69,1,0,1,0
50.54,140,1,2,63,1,1,95.98,0,0,62,2,1,4,0
28.05,444,0,3,14,2,1,123.54,0,0,69,3,0,10,0
12.21,540,3,2,47,1,0,110.52,0,0,31,3,0,4,0
6.95,393,0,1,26,2,0,89.06,0,0,28,3,0,10,0
34.37,573,0,4,63,1,0,149.6,0,0,60,4,1,2,0
67.88,651,4,3,46,1,3,116.16,0,1,29,3,0,7,0
27.02,428,6,1,2,1,1,85.78,0,0,46,3,0,-1,0
33.59,800,0,1,56,1,2,103.68,0,0,63,2,0,10,0
34.32,327,2,2,63,3,2,223.95,2,1,47,0,0,10,0
23.16,116,0,2,39,3,1,241.16,2,0,25,3,1,3,0
30.04,288,2,3,66,1,2,125.86,0,1,19,4,0,4,0
68.48,351,0,1,43,1,2,87.12,0,0,66,3,0,5,0
31.78,88,1,3,54,2,3,115.25,0,0,20,0,0,10,0
22.46,800,0,2,69,2,2,99.29,0,0,18,2,1,10,0
10.61,370,2,1,63,3,0,219.96,0,0,60,3,0,3,0
39.01,206,2,4,70,2,1,124.6,1,1,25,0,0,3,0
21.54,424,0,4,69,1,1,112.95,0,0,49,3,1,-1,0
21.82,284,4,2,7,3,3,226.31,1,0,21,4,1,1,0
31.45,344,1,3,39,1,2,118.05,1,0,24,3,1,9,0
20.54,453,2,3,60,1,3,137.71,0,0,65,2,0,-1,0
27.37,417,1,1,58,0,2,61.37,3,0,36,0,0,-1,0
23.49,489,1,1,47,1,3,90.43,0,1,52,1,1,-1,0
15.19,365,2,2,7,2,2,93.48,0,1,61,0,0,9,0
40.87,292,1,2,49,1,0,112.25,0,0,72,1,0,-1,0
2.53,157,0,4,2,1,0,152.2,0,0,49,3,0,5,0
32.18,314,0,2,18,3,3,226.58,0,0,39,4,0,10,0
8.89,172,2,4,7,1,0,132.56,1,0,57,1,0,6,0
50.42,220,6,4,34,1,2,139.51,0,1,29,3,1,10,0
4.64,353,3,4,30,0,3,100.79,2,0,43,3,1,10,0
13.13,201,2,2,59,1,2,123.56,0,0,59,1,0,-1,0
27.69,142,0,4,33,3,0,263.5,0,1,51,3,0,0,0
17.98,521,0,4,12,1,1,141.62,1,0,54,3,1,-1,0
11.37,438,3,3,61,2,1,110.34,1,0,26,3,0,-1,0
48.34,104,0,3,67,2,1,123.44,0,0,30,1,0,10,0
7.0,201,2,4,6,2,3,132.95,1,0,41,3,1,-1,0
21.76,177,2,2,15,1,0,104.99,0,1,62,3,0,4,0
12.15,108,5,3,59,2,2,115.92,0,0,73,3,0,-1,0
37.08,167,3,3,51,1,3,120.42,0,0,57,1,0,4,0
12.65,192,1,1,21,0,3,65.12,1,0,56,1,0,10,0
20.18,156,3,3,56,2,0,107.63,0,1,48,3,0,10,0
15.75,151,1,2,22,2,0,95.07,0,1,70,3,0,8,0
19.09,387,1,1,30,2,1,81.33,0,0,42,1,0,-1,0
22.64,112,2,4,41,1,0,130.54,1,0,70,1,0,3,0
20.76,297,0,1,69,1,0,94.65,0,0,20,0,0,-1,0
19.15,440,1,2,22,2,0,87.49,0,1,45,3,0,5,0
11.49,268,1,1,15,1,3,102.08,0,0,43,0,0,7,0
